employee_id,age,department,work_mode,tenure_months,monthly_salary,months_since_last_hike,productivity_score,leaves_last_90_days,manager_change_count,performance_rating,Attrition
434,32,Sales,Onsite,79,57453,24,9.77,3,0,3,1
435,51,Sales,Hybrid,8,138886,31,6.26,1,0,5,1
436,22,Engineering,Onsite,154,90695,7,5.01,3,0,2,1
437,55,Sales,Hybrid,36,186837,4,3.0,1,0,3,0
438,43,Finance,Remote,48,163412,29,6.88,3,2,1,1
439,37,HR,Onsite,85,68057,7,7.17,1,0,3,0
440,46,HR,Onsite,28,161669,18,7.17,0,0,3,1
441,28,Engineering,Hybrid,51,124655,29,1.24,3,0,2,1
442,49,Support,Hybrid,104,45025,14,9.09,1,1,2,0
443,46,Marketing,Onsite,170,37145,35,4.04,5,2,2,1
444,30,Engineering,Remote,101,131206,26,7.7,0,1,5,0
445,46,Sales,Remote,29,71723,12,7.84,3,0,3,0
446,54,Marketing,Hybrid,127,103230,13,6.85,3,1,1,0
447,27,Support,Remote,82,165902,29,4.55,2,0,2,1
448,24,Sales,Remote,10,185002,12,6.48,2,0,2,0
449,31,Finance,Hybrid,106,184824,15,1.36,2,0,3,1
450,49,Sales,Remote,167,138138,6,7.86,2,0,1,0
451,56,Finance,Hybrid,1,92040,26,1.9,1,1,2,1
452,45,Marketing,Onsite,39,138668,34,4.57,1,1,3,0
453,41,Finance,Hybrid,21,85030,14,1.93,4,1,4,0
454,56,Marketing,Onsite,65,86815,27,8.53,0,0,5,0
455,30,Marketing,Onsite,15,142789,34,5.95,4,1,3,1
456,57,Marketing,Remote,132,196762,6,7.22,3,0,2,0
457,29,Marketing,Remote,61,87923,19,7.14,1,2,1,1
458,44,Marketing,Remote,148,197644,31,8.57,1,0,4,0
459,55,Sales,Hybrid,138,97904,31,2.19,4,0,1,1
460,55,Marketing,Remote,87,190275,25,6.94,4,1,1,0
461,56,Sales,Onsite,105,107088,19,6.18,2,0,1,1
462,38,Marketing,Remote,34,35608,17,1.28,0,0,3,0
463,59,Finance,Remote,124,75667,14,2.81,0,0,3,0
464,52,Marketing,Hybrid,110,85547,21,3.41,0,0,5,0
465,44,Support,Hybrid,176,183557,21,1.65,1,0,4,0
466,43,Marketing,Onsite,33,170934,20,4.19,0,0,1,0
467,52,Marketing,Hybrid,98,158391,1,1.24,1,0,2,0
468,57,Finance,Remote,61,105948,17,5.98,3,2,1,1
469,32,HR,Hybrid,10,101880,22,2.9,1,1,4,0
470,33,Finance,Onsite,84,87560,12,3.58,3,0,1,1
471,43,Support,Remote,65,145063,8,9.19,2,0,3,0
472,45,HR,Onsite,77,124218,6,5.53,4,1,3,0
473,55,Engineering,Hybrid,1,144462,0,3.42,5,0,4,0
474,50,Engineering,Hybrid,133,189487,1,6.39,1,0,5,0
475,37,Support,Onsite,80,180395,3,2.82,2,0,1,0
476,40,Finance,Remote,15,47997,13,1.67,0,1,4,0
477,45,Sales,Hybrid,28,151266,31,1.19,2,2,2,0
478,42,Support,Hybrid,23,33679,35,9.56,0,1,2,1
479,33,HR,Remote,109,70308,1,7.52,2,1,5,0
480,39,HR,Hybrid,107,35695,13,8.2,2,0,3,0
481,56,Marketing,Onsite,145,88499,19,9.83,0,2,4,0
482,32,Engineering,Hybrid,113,53382,24,9.38,3,0,1,1
483,39,HR,Hybrid,98,44235,7,7.63,2,1,4,0
484,32,Support,Remote,141,163438,27,7.25,1,0,5,0
485,29,HR,Onsite,142,188539,20,4.03,3,1,4,0
486,27,Support,Remote,139,142468,22,1.94,0,0,5,1
487,48,Sales,Hybrid,28,36764,31,6.16,4,1,5,0
488,34,Marketing,Hybrid,42,143831,7,6.19,1,0,5,0
489,51,Engineering,Remote,99,91836,30,9.57,0,0,4,1
490,39,HR,Remote,61,61923,15,4.98,5,0,2,1
491,36,Support,Remote,123,125711,26,7.22,5,0,1,1
492,25,Finance,Onsite,64,46292,17,6.17,2,0,5,0
493,55,Engineering,Hybrid,31,154913,34,2.59,1,0,3,1
494,32,Sales,Remote,81,162686,14,6.33,1,0,5,0
495,45,Support,Hybrid,10,50939,26,5.86,0,0,4,1
496,41,Marketing,Onsite,8,48800,16,5.45,2,0,5,0
497,56,Marketing,Onsite,149,86440,1,5.62,2,0,3,0
498,43,Sales,Onsite,59,184318,30,2.48,1,0,2,1
499,36,Sales,Onsite,178,157521,33,5.17,1,1,4,0
500,59,Marketing,Hybrid,30,151327,33,6.45,2,0,4,0
501,59,HR,Onsite,145,79648,2,5.41,2,0,4,0
502,34,HR,Onsite,20,145192,16,5.4,0,1,3,0
503,51,Support,Remote,48,192760,13,1.7,0,2,4,1
504,25,Finance,Onsite,130,123498,13,2.72,1,0,2,1
505,55,Support,Remote,37,59764,34,3.89,1,1,1,1
506,43,Finance,Onsite,129,62470,0,4.77,1,0,1,0
507,49,Sales,Onsite,132,199573,28,6.35,1,0,5,0
508,31,Engineering,Remote,100,87207,3,8.77,2,1,1,0
509,38,Support,Onsite,54,92157,32,2.43,4,0,3,1
510,32,Support,Hybrid,122,164288,16,1.14,1,0,1,0
511,29,Finance,Hybrid,25,183144,27,5.04,2,0,3,1
512,30,Sales,Onsite,131,123778,25,4.89,4,1,3,0
513,37,Sales,Hybrid,9,160016,7,5.97,1,1,5,0
514,58,Finance,Remote,34,154288,33,8.5,3,1,1,0
515,27,Sales,Onsite,43,198204,17,8.22,0,2,5,1
516,33,Marketing,Onsite,74,140573,30,1.9,1,0,4,0
517,29,HR,Remote,94,150730,26,9.41,3,1,2,0
518,47,Marketing,Remote,22,178933,15,1.99,0,1,1,1
519,22,Engineering,Remote,70,94186,9,6.71,1,1,4,0
520,25,Support,Onsite,130,34960,11,7.05,6,0,4,1
521,49,Engineering,Remote,94,48781,21,7.12,2,0,5,1
522,57,Support,Remote,32,61126,15,3.39,1,0,5,0
523,58,HR,Hybrid,106,183650,11,3.97,3,0,2,1
524,39,Sales,Hybrid,144,136034,10,5.94,2,0,2,0
525,28,Marketing,Onsite,1,47883,19,2.8,3,0,2,1
526,21,Finance,Hybrid,72,59782,0,1.18,4,1,2,0
527,42,Marketing,Hybrid,176,86387,26,6.06,1,1,5,0
528,37,HR,Remote,50,178051,2,5.19,2,1,3,0
529,27,Engineering,Remote,141,63746,11,6.91,1,0,5,0
530,45,Finance,Hybrid,15,96266,29,2.32,1,1,3,0
531,24,Sales,Hybrid,53,30056,8,8.57,1,1,5,0
532,56,HR,Hybrid,172,61457,0,2.32,3,1,5,0
533,26,Finance,Onsite,8,163315,3,9.02,5,1,2,1
534,51,HR,Onsite,74,162773,14,5.05,2,0,3,0
535,39,HR,Onsite,46,103839,26,5.95,3,0,4,0
536,59,Sales,Hybrid,69,110636,7,9.07,1,1,4,1
537,47,Support,Hybrid,114,137697,22,3.7,2,1,4,0
538,30,Finance,Onsite,147,96483,14,2.64,2,1,2,0
539,46,Sales,Onsite,166,50505,26,5.01,4,1,4,0
540,39,HR,Hybrid,123,167625,30,3.2,5,0,5,1
541,59,Sales,Remote,139,63525,7,5.75,2,0,2,0
542,23,Support,Onsite,117,126008,29,3.48,4,0,4,1
543,33,Marketing,Hybrid,43,74348,17,8.78,2,1,2,1
544,48,Finance,Hybrid,20,37273,3,6.47,0,1,5,0
545,40,Support,Remote,148,94236,21,1.0,1,0,2,1
546,48,Engineering,Hybrid,21,164607,2,8.25,4,1,4,0
547,28,Finance,Hybrid,82,179749,14,3.97,2,1,2,1
548,59,Support,Onsite,57,137157,34,3.88,2,1,1,1
549,21,HR,Onsite,178,30908,32,4.45,3,0,4,0
550,23,Finance,Remote,74,138352,13,6.67,5,0,5,0
551,33,Finance,Remote,98,125967,0,4.98,1,1,3,0
552,48,Sales,Hybrid,154,118989,25,6.66,0,0,2,0
553,45,HR,Onsite,158,65079,7,2.32,0,1,2,0
554,53,Engineering,Remote,110,141889,15,9.73,2,1,4,0
555,58,Marketing,Remote,115,79323,9,7.57,1,0,4,0
556,26,Support,Remote,159,119909,25,3.25,4,0,1,1
557,52,Sales,Hybrid,42,76105,27,7.52,1,0,5,0
558,41,Support,Onsite,68,191236,11,6.18,0,0,2,0
559,36,Engineering,Remote,70,162957,19,1.98,2,0,2,1
560,41,Engineering,Onsite,78,31049,13,2.6,2,1,3,0
561,31,Finance,Remote,90,83281,34,1.37,0,0,2,1
562,57,Engineering,Remote,111,73271,28,8.28,5,0,2,1
563,56,Support,Onsite,112,96697,11,5.97,5,0,1,1
564,55,HR,Onsite,103,66534,17,3.85,1,0,3,1
565,39,HR,Onsite,145,123034,1,2.14,3,1,2,0
566,40,Finance,Hybrid,19,88097,1,5.36,3,0,2,0
567,38,Marketing,Remote,179,55037,16,5.73,2,0,5,0
568,34,Support,Hybrid,70,197079,9,7.32,3,0,2,0
569,35,Support,Onsite,63,57278,17,9.73,1,0,1,0
570,51,Engineering,Remote,75,169344,21,4.91,1,0,2,0
571,21,Support,Hybrid,158,129173,18,4.65,1,0,2,0
572,23,Sales,Remote,153,68294,0,4.33,4,1,4,0
573,36,Marketing,Hybrid,104,103277,23,8.44,1,1,2,0
574,43,Engineering,Onsite,75,34694,35,2.41,0,1,3,0
575,31,Sales,Hybrid,128,88150,24,4.09,0,2,4,0
576,32,Finance,Remote,154,97470,35,7.52,2,0,3,0
577,30,HR,Remote,56,51556,30,1.14,2,0,3,0
578,52,Finance,Remote,22,79086,30,3.6,1,0,1,1
579,36,HR,Remote,89,179979,1,6.77,1,0,2,0
580,28,Finance,Onsite,19,190230,18,2.67,2,0,3,0
581,58,Support,Hybrid,159,181365,11,3.72,1,0,2,0
582,32,Sales,Onsite,26,129468,9,5.37,1,0,2,0
583,44,HR,Onsite,170,63387,30,4.8,1,0,1,0
584,48,Engineering,Onsite,169,98602,21,1.95,2,0,1,1
585,28,Sales,Remote,23,182328,22,9.44,1,0,3,0
586,48,Engineering,Remote,47,166666,22,1.4,2,0,3,0
587,56,Sales,Remote,13,32460,14,7.75,1,0,4,1
588,46,Sales,Hybrid,66,102356,25,1.64,2,1,2,1
589,28,Finance,Remote,144,84698,2,5.21,2,1,2,0
590,48,HR,Hybrid,73,131746,22,2.58,0,1,1,1
591,48,HR,Remote,156,46191,19,2.27,4,1,1,0
592,57,Sales,Remote,77,114631,7,2.13,5,1,3,0
593,56,Support,Onsite,163,40529,17,5.08,1,1,4,0
594,47,Support,Onsite,169,62175,5,5.64,4,1,4,0
595,37,Engineering,Onsite,31,47675,26,2.2,3,1,1,0
596,29,Engineering,Hybrid,85,76798,35,9.81,3,0,1,1
597,53,Finance,Hybrid,160,100910,14,3.32,1,0,4,0
598,40,Sales,Remote,59,160400,4,5.13,1,1,4,0
599,33,Engineering,Hybrid,41,187048,8,2.95,2,1,3,0
600,48,Engineering,Remote,112,108678,6,5.45,1,0,4,0
601,49,Marketing,Hybrid,96,92821,19,7.8,2,0,2,0
602,33,Sales,Hybrid,168,42204,9,5.69,2,0,4,0
603,55,Finance,Hybrid,122,37394,25,3.57,2,1,5,0
604,26,Engineering,Onsite,156,94814,3,3.24,1,0,4,0
605,38,Finance,Hybrid,165,63593,23,7.83,1,1,1,0
606,25,HR,Onsite,105,145064,13,2.06,3,1,1,0
607,45,Finance,Onsite,74,83365,0,4.33,0,1,5,0
608,22,Support,Hybrid,132,161515,16,2.36,1,0,2,1
609,30,Support,Remote,99,189252,23,3.32,3,0,4,0
610,50,Finance,Remote,126,133700,26,2.37,1,0,4,0
611,25,Support,Remote,138,127077,6,8.98,4,1,5,1
612,53,HR,Hybrid,175,164537,8,7.59,1,1,3,0
613,21,Sales,Remote,75,98247,34,6.05,4,0,3,0
614,38,Support,Onsite,14,186270,11,3.02,2,0,2,0
615,52,Support,Remote,38,84740,20,5.59,2,0,4,0
616,31,Finance,Hybrid,140,183560,2,5.69,3,0,4,0
617,41,HR,Remote,45,199587,14,6.31,1,0,4,0
618,46,Sales,Onsite,145,57898,20,1.54,1,1,1,0
619,45,Finance,Hybrid,163,162991,9,9.76,3,0,3,0
620,42,Finance,Remote,75,92613,32,5.19,2,0,5,1
621,47,Marketing,Hybrid,169,126707,5,9.34,4,1,1,0
622,33,HR,Hybrid,29,141777,1,1.09,2,1,1,1
623,53,Sales,Hybrid,18,77003,28,3.23,5,0,3,1
624,54,HR,Remote,20,78478,32,1.94,0,0,4,0
625,55,Sales,Hybrid,14,175506,3,7.93,3,0,2,0
626,21,HR,Remote,162,197721,3,3.88,1,1,5,0
627,41,Finance,Onsite,177,89030,28,8.56,2,0,3,0
628,26,Finance,Remote,54,163071,19,8.49,2,0,2,0
629,48,Engineering,Onsite,31,175921,22,7.01,2,0,3,0
630,37,Support,Remote,58,82800,17,6.99,3,2,3,1
631,25,Marketing,Hybrid,104,35445,24,7.3,0,0,3,1
632,51,HR,Remote,170,179112,0,7.06,2,1,3,0
633,25,Marketing,Hybrid,128,30246,14,4.48,0,1,4,0
634,58,Engineering,Onsite,158,61153,33,7.15,2,0,1,0
635,23,Support,Remote,25,35212,19,9.08,2,1,3,0
636,43,HR,Hybrid,19,164411,26,3.99,2,1,2,1
637,57,Sales,Onsite,136,86238,21,9.5,0,1,2,0
638,57,Support,Onsite,3,180466,4,1.12,1,0,2,1
639,30,Finance,Remote,86,83871,33,4.14,2,1,1,0
640,30,Engineering,Onsite,145,130672,2,2.19,2,2,1,0
641,39,Support,Hybrid,142,64607,16,2.14,3,1,2,1
642,37,Support,Onsite,9,82055,23,8.34,1,0,4,0
643,41,Finance,Onsite,94,134509,23,9.27,0,1,1,0
644,34,HR,Hybrid,149,165467,2,8.0,1,1,1,0
645,29,Sales,Onsite,165,157378,6,9.79,3,0,4,0
646,21,Finance,Onsite,139,176362,24,2.95,1,0,3,1
647,33,Sales,Onsite,20,117687,2,2.27,3,1,1,0
648,24,HR,Onsite,35,95078,14,5.69,1,0,2,1
649,21,Support,Hybrid,53,164763,28,8.46,2,0,2,0
650,52,Sales,Onsite,175,168542,28,1.36,3,0,4,0
651,54,Engineering,Hybrid,110,164913,9,9.96,0,0,2,1
652,48,Engineering,Onsite,136,132652,31,6.42,1,0,5,0
653,51,Finance,Onsite,4,93197,22,9.81,4,1,2,0
654,28,HR,Onsite,155,85773,8,4.29,3,1,4,0
655,59,Finance,Onsite,172,178848,13,5.12,3,0,4,0
656,46,Finance,Hybrid,168,148943,3,7.77,2,0,4,0
657,54,Marketing,Hybrid,102,57584,19,8.13,1,1,5,0
658,23,Finance,Hybrid,47,165372,27,3.1,2,0,1,1
659,32,Marketing,Remote,94,33338,13,9.37,2,1,3,1
660,21,Engineering,Onsite,172,92601,33,8.81,3,0,2,0
661,25,Engineering,Onsite,48,166559,12,1.16,2,1,1,1
662,50,Finance,Hybrid,91,66282,30,2.16,0,1,4,1
663,50,Engineering,Remote,84,145447,32,5.46,3,0,1,1
664,37,HR,Onsite,68,125798,27,5.15,5,1,1,1
665,43,Marketing,Hybrid,139,160963,24,7.38,2,0,5,0
666,35,Marketing,Onsite,125,138611,31,1.81,3,0,4,0
667,57,Finance,Onsite,73,189876,8,6.8,1,1,4,0
668,41,Engineering,Hybrid,4,170987,27,6.55,4,0,2,1
669,34,Sales,Hybrid,76,41158,30,3.1,3,0,2,1
670,22,Marketing,Onsite,73,40547,16,5.88,5,0,2,0
671,31,Finance,Onsite,77,118713,22,3.0,2,1,2,0
672,59,Finance,Hybrid,48,32459,12,2.32,0,0,1,1
673,58,HR,Onsite,154,189840,9,6.16,3,1,1,0
674,54,Support,Onsite,102,93146,15,9.8,1,2,2,1
675,58,Support,Hybrid,106,133577,5,3.13,0,1,2,0
676,54,Marketing,Onsite,77,137761,10,4.2,3,0,2,0
677,38,HR,Onsite,39,133727,2,3.31,2,1,3,0
678,50,HR,Remote,58,80460,27,3.4,2,1,2,0
679,35,HR,Hybrid,19,112970,14,4.64,2,0,3,1
680,47,Marketing,Remote,88,199319,12,7.32,1,0,2,1
681,54,Support,Remote,113,45419,16,1.35,3,0,4,0
682,58,HR,Remote,77,65577,6,9.61,2,0,5,0
683,53,Engineering,Onsite,77,32921,27,1.42,3,0,1,0
684,44,Finance,Onsite,28,165748,12,8.93,5,2,4,0
685,35,Finance,Remote,66,174535,16,9.05,0,0,5,1
686,50,Sales,Remote,10,186546,14,5.72,0,0,3,0
687,37,Sales,Remote,126,70935,35,2.23,2,0,1,0
688,25,Marketing,Onsite,58,155534,27,6.09,3,0,3,0
689,49,Marketing,Remote,142,102828,14,6.66,2,0,3,0
690,24,Finance,Remote,125,153649,10,8.72,2,0,1,1
691,30,Engineering,Hybrid,112,119062,30,5.96,3,1,5,0
692,37,Support,Hybrid,84,85152,3,4.7,0,0,1,0
693,30,Support,Onsite,143,126491,34,8.54,1,0,2,0
694,37,Marketing,Hybrid,96,116569,33,9.83,2,1,3,0
695,40,Engineering,Hybrid,33,102467,26,6.81,3,1,2,0
696,44,Marketing,Hybrid,145,186844,9,8.87,4,0,1,1
697,25,Support,Onsite,152,177435,29,6.39,4,0,1,0
698,54,Marketing,Hybrid,158,189562,19,7.21,4,1,5,0
699,26,HR,Onsite,141,152537,28,7.19,1,0,3,0
700,22,Marketing,Remote,47,83806,28,7.34,2,0,4,0
701,33,Finance,Hybrid,112,161332,22,3.89,4,1,1,1
702,31,Marketing,Onsite,144,105992,20,6.18,1,0,4,1
703,43,Finance,Hybrid,43,52320,9,6.35,1,0,3,0
704,36,Engineering,Remote,8,108971,11,3.84,1,0,2,0
705,51,Support,Onsite,3,78581,29,4.15,0,0,3,0
706,31,Sales,Onsite,125,123645,32,7.86,3,0,5,1
707,36,Sales,Onsite,12,50754,17,6.24,2,1,4,0
708,28,Support,Remote,84,99837,13,2.34,2,1,4,0
709,24,Sales,Remote,16,168279,21,8.54,1,0,2,0
710,24,Marketing,Remote,78,188992,20,8.95,3,0,2,1
711,45,Engineering,Onsite,59,153746,0,5.2,1,1,1,0
712,23,Engineering,Remote,177,144780,14,2.88,2,0,3,0
713,52,Support,Hybrid,63,117081,35,9.53,3,0,5,0
714,23,Sales,Remote,49,54016,21,8.94,2,0,1,0
715,47,Marketing,Onsite,51,90522,31,3.2,3,1,3,0
716,49,Engineering,Hybrid,33,150896,32,1.86,0,0,2,1
717,52,Engineering,Remote,30,142099,22,4.97,2,1,5,0
718,39,HR,Hybrid,76,181174,1,7.09,2,1,2,0
719,41,HR,Hybrid,15,134429,1,2.58,1,1,2,0
720,25,Engineering,Onsite,82,31924,28,5.62,2,1,4,0
721,38,Support,Hybrid,92,115015,2,4.83,1,0,3,0
722,48,Finance,Hybrid,23,134987,6,9.01,4,0,1,0
723,42,Finance,Onsite,94,84333,35,4.87,0,1,4,1
724,41,Marketing,Onsite,45,156372,28,5.8,0,0,3,0
725,26,Engineering,Onsite,62,161378,35,9.6,3,0,3,1
726,21,Engineering,Hybrid,15,118495,22,3.7,1,0,3,1
727,25,Engineering,Hybrid,46,99767,15,3.6,3,0,5,0
728,32,Support,Hybrid,64,134332,30,8.2,1,1,4,1
729,46,HR,Onsite,174,173279,33,3.5,2,0,1,1
730,54,Engineering,Remote,172,69426,0,8.49,1,1,4,0
731,34,Engineering,Hybrid,75,36336,17,1.86,3,1,2,0
732,46,Sales,Remote,157,142200,14,2.0,0,0,3,0
733,47,Support,Onsite,52,47256,16,9.11,2,1,2,0
734,29,Marketing,Hybrid,88,63719,9,5.87,1,2,4,0
735,46,Engineering,Remote,57,72017,19,7.47,4,1,1,0
736,42,Sales,Hybrid,83,75704,5,3.03,1,0,2,0
737,50,Finance,Hybrid,66,60013,7,2.5,4,1,2,0
738,37,Marketing,Hybrid,150,109991,33,8.51,5,0,5,0
739,46,Engineering,Remote,20,100258,31,4.23,3,1,4,0
740,56,Engineering,Onsite,33,108348,3,5.1,0,2,2,0
741,21,Sales,Hybrid,72,197848,19,1.25,3,0,4,0
742,28,Support,Onsite,25,40060,23,4.47,0,0,1,1
743,55,Engineering,Onsite,46,167727,23,7.93,1,1,2,1
744,35,Finance,Remote,73,79923,25,8.39,4,0,1,0
745,42,Engineering,Remote,98,108563,24,7.29,2,1,2,0
746,34,Finance,Onsite,57,165102,35,7.23,1,0,3,0
747,46,Marketing,Hybrid,87,119779,6,5.56,1,2,5,0
748,48,Marketing,Remote,133,194361,9,5.84,0,0,5,0
749,43,HR,Hybrid,55,180811,11,7.68,3,0,5,0
750,34,HR,Hybrid,61,129704,0,3.23,1,1,1,0
751,44,Finance,Hybrid,89,159157,24,3.08,2,1,4,0
752,22,Support,Onsite,8,140234,15,9.55,4,0,5,0
753,46,Engineering,Hybrid,16,91687,4,1.25,1,0,2,0
754,34,Engineering,Onsite,176,66491,18,2.26,1,1,2,1
755,27,HR,Onsite,116,102115,3,6.13,4,0,3,0
756,23,Finance,Hybrid,61,147935,5,7.64,1,0,1,0
757,43,Engineering,Hybrid,15,113778,25,5.84,5,1,2,0
758,38,Engineering,Hybrid,150,165853,8,4.2,3,1,2,0
759,58,Support,Hybrid,131,50448,13,9.8,2,2,3,1
760,55,Sales,Onsite,102,81550,8,7.33,0,1,3,0
761,35,HR,Hybrid,54,79294,14,8.48,2,1,4,0
762,45,HR,Hybrid,14,51446,19,1.36,3,0,4,0
763,57,Sales,Onsite,36,106579,7,3.12,3,0,4,0
764,48,Engineering,Remote,105,144679,31,4.37,1,0,2,1
765,30,Support,Remote,82,115615,20,2.64,2,0,3,0
766,59,Support,Onsite,67,47101,18,1.66,0,1,1,0
767,37,HR,Remote,10,58016,28,3.03,1,1,4,1
768,59,Support,Onsite,49,180004,30,5.8,4,1,5,0
769,42,Marketing,Hybrid,111,120481,5,7.26,3,0,2,0
770,46,Sales,Hybrid,65,82802,3,7.97,1,0,1,0
771,45,Engineering,Remote,57,37549,28,1.39,1,0,2,1
772,37,Marketing,Hybrid,27,186434,2,4.85,0,1,4,0
773,33,Sales,Remote,113,77842,0,2.1,3,2,2,1
774,40,Finance,Remote,133,76539,14,4.88,1,0,4,1
775,45,HR,Hybrid,71,63717,20,4.91,1,0,2,0
776,24,Support,Hybrid,83,184088,30,5.48,1,2,4,0
777,30,Finance,Remote,57,145042,6,9.04,1,0,3,0
778,23,Support,Hybrid,120,157922,16,8.25,0,1,3,0
779,38,Marketing,Onsite,93,122447,18,6.73,1,1,3,0
780,56,Engineering,Hybrid,15,113402,2,8.97,2,0,3,0
781,42,Engineering,Hybrid,111,72607,29,7.11,0,0,3,0
782,54,Engineering,Onsite,101,188693,34,8.37,2,1,5,0
783,28,Support,Hybrid,119,42823,28,6.07,2,0,2,0
784,39,Finance,Hybrid,76,59986,13,5.73,0,0,3,0
785,57,Engineering,Remote,158,151682,34,7.52,4,1,5,0
786,26,Finance,Hybrid,20,94325,27,1.18,1,0,5,0
787,46,Support,Hybrid,165,157925,29,7.21,2,1,2,1
788,54,Marketing,Onsite,131,87771,25,9.41,3,1,2,0
789,26,Finance,Remote,73,84973,6,7.43,2,0,4,0
790,57,Marketing,Remote,122,175762,30,1.33,1,0,4,1
791,53,Support,Remote,41,69107,4,4.4,2,0,3,0
792,42,Support,Hybrid,167,87888,34,8.29,3,0,1,1
793,41,HR,Remote,154,40956,13,9.63,1,1,4,1
794,26,Support,Onsite,130,116839,35,4.33,1,1,1,1
795,26,Support,Remote,23,197605,26,8.57,1,2,4,0
796,24,Sales,Onsite,23,131131,23,8.77,1,0,5,0
797,50,Engineering,Remote,144,97594,28,2.11,0,1,5,0
798,31,HR,Remote,9,41519,21,8.61,3,0,5,0
799,50,HR,Onsite,13,192187,7,3.92,2,0,1,0
800,51,HR,Remote,156,31832,14,6.34,2,1,3,0
801,44,Sales,Remote,155,143922,4,5.85,0,0,4,0
802,29,Marketing,Remote,51,135474,3,6.97,3,1,4,0
803,23,Support,Hybrid,64,99715,10,7.66,0,0,1,0
804,51,Engineering,Onsite,52,101835,17,4.97,3,1,5,0
805,57,Finance,Remote,38,103366,29,8.99,2,0,3,1
806,56,Marketing,Onsite,100,67570,14,8.29,1,0,4,0
807,44,Support,Onsite,146,167687,5,8.07,1,1,3,0
808,51,Sales,Onsite,51,68311,15,5.12,2,1,3,0
809,26,Support,Remote,137,120245,8,1.34,1,0,2,0
810,22,Support,Remote,141,133187,33,5.43,2,0,3,0
811,40,Sales,Onsite,168,53434,26,9.09,3,1,2,0
812,48,HR,Hybrid,55,116879,12,2.71,2,1,1,0
813,31,HR,Onsite,109,45739,35,9.84,0,0,5,0
814,24,Engineering,Hybrid,171,96202,26,8.27,1,1,2,0
815,35,Engineering,Onsite,44,128580,8,7.39,0,1,3,0
816,26,HR,Onsite,110,109599,4,7.09,3,0,5,0
817,50,Marketing,Onsite,161,194721,21,6.28,4,2,3,0
818,58,Finance,Remote,152,146770,30,7.49,3,0,3,1
819,22,Support,Hybrid,164,69470,2,4.8,0,1,2,0
820,35,Finance,Hybrid,128,104965,29,8.61,3,1,1,1
821,31,Support,Onsite,105,155332,20,7.27,2,1,3,0
822,28,HR,Remote,10,159681,34,7.94,4,0,2,0
823,46,Engineering,Remote,100,193998,5,8.13,1,1,3,0
824,25,Marketing,Hybrid,148,144300,27,1.83,3,1,5,0
825,26,Engineering,Remote,109,67997,31,1.5,1,0,1,1
826,46,Finance,Hybrid,108,127805,24,8.21,2,0,3,0
827,24,Engineering,Hybrid,140,192776,31,3.33,2,1,1,1
828,39,HR,Hybrid,146,152202,34,6.24,2,0,1,1
829,40,Marketing,Remote,94,189463,21,4.99,6,1,5,0
830,53,Finance,Hybrid,63,32526,23,1.2,1,0,5,0
831,40,Marketing,Hybrid,84,185758,29,1.36,2,0,4,0
832,32,Support,Onsite,25,103339,31,8.44,2,0,1,1
833,21,Engineering,Hybrid,12,36574,30,6.47,1,0,3,0
834,46,Marketing,Hybrid,149,38733,22,5.71,1,2,5,0
835,34,Sales,Onsite,25,80290,32,9.5,2,1,3,0
836,58,Engineering,Onsite,11,102793,24,2.56,1,0,1,0
837,57,Support,Remote,64,66051,35,3.32,5,1,5,0
838,31,Marketing,Hybrid,126,45909,23,7.81,1,0,4,0
839,56,Finance,Remote,50,107338,30,7.98,0,1,1,1
840,33,Support,Remote,89,103432,12,4.64,4,0,3,0
841,23,Sales,Onsite,99,58133,9,9.56,2,0,4,0
842,53,Marketing,Remote,116,109062,22,9.44,2,0,1,1
843,26,HR,Hybrid,96,172350,17,1.11,2,0,5,0
844,30,Engineering,Onsite,177,141546,31,2.55,1,1,1,1
845,25,Finance,Hybrid,14,81458,32,8.38,1,1,2,1
846,43,HR,Hybrid,1,85415,35,4.02,3,0,3,1
847,30,Marketing,Onsite,25,84160,27,1.86,1,0,5,0
848,22,Marketing,Hybrid,72,84399,15,8.06,0,0,5,0
849,33,Support,Onsite,69,55298,15,5.09,7,0,2,0
850,22,Marketing,Hybrid,133,183263,17,5.43,2,0,4,0
851,40,Finance,Onsite,105,194164,7,2.68,1,0,5,0
852,21,HR,Remote,147,119407,15,6.95,2,0,4,0
853,57,Finance,Hybrid,23,92513,10,5.96,0,0,4,0
854,29,Sales,Onsite,9,81097,5,2.86,2,1,4,0
855,37,Sales,Hybrid,118,191351,0,4.06,3,1,1,0
856,29,Engineering,Hybrid,94,175476,11,6.37,2,0,2,1
857,31,Engineering,Hybrid,178,65198,27,9.32,1,0,3,0
858,35,Sales,Onsite,144,79997,16,9.28,1,3,2,0
859,44,Marketing,Remote,33,161639,0,3.59,2,0,5,0
860,58,Finance,Remote,130,32179,31,7.62,2,2,2,1
861,55,Sales,Remote,14,32019,7,7.98,5,1,3,0
862,50,Engineering,Onsite,1,111455,23,8.28,0,4,1,1
863,51,Sales,Remote,90,179776,9,6.14,2,0,5,0
864,25,Marketing,Onsite,89,179102,9,1.09,5,0,1,0
865,34,Sales,Hybrid,144,156883,35,7.86,4,0,5,1
866,31,Finance,Hybrid,90,99445,24,1.96,4,0,3,1
867,29,HR,Remote,175,103551,9,2.05,2,1,1,0
