employee_id,department,current_level,tenure_in_role_months,avg_performance_rating_last_4q,goals_completed_pct,peer_review_score,training_hours_last_year,cross_team_projects,manager_recommendation,PromotionReady
433,Support,Junior,46,4.18,67.2,5.75,53,0,1,0
434,Engineering,Mid,16,1.39,1.1,7.72,18,3,1,0
435,Support,Mid,9,3.64,66.5,7.24,61,0,0,0
436,Engineering,Senior,44,1.15,45.5,9.2,62,1,0,1
437,Support,Junior,49,2.22,40.1,8.81,60,3,0,0
438,Engineering,Mid,15,4.62,63.8,1.39,2,0,1,1
439,Marketing,Junior,43,1.06,75.8,3.67,73,1,0,0
440,Finance,Junior,1,4.26,27.6,9.6,75,1,0,1
441,Engineering,Mid,30,3.44,67.1,6.77,38,1,0,1
442,Finance,Senior,10,4.52,9.6,4.64,70,1,1,0
443,Sales,Mid,5,4.07,13.1,5.16,68,1,0,0
444,Finance,Junior,22,3.47,46.5,2.75,1,1,0,0
445,Finance,Junior,33,4.52,14.4,3.23,30,0,0,0
446,Marketing,Senior,41,1.47,60.1,7.91,7,0,0,0
447,Sales,Junior,2,4.94,50.4,8.68,64,3,0,1
448,Engineering,Senior,23,1.66,89.9,3.17,1,1,1,0
449,Sales,Junior,21,3.8,70.2,9.21,3,0,0,0
450,Engineering,Mid,53,3.32,26.0,8.61,53,1,0,0
451,Support,Junior,27,2.11,95.9,5.96,20,0,1,0
452,Support,Mid,50,4.16,81.3,6.04,34,5,0,1
453,Engineering,Junior,35,3.61,25.6,4.79,22,2,1,1
454,Support,Junior,45,3.84,93.5,6.79,16,1,0,1
455,Finance,Junior,14,2.18,94.2,3.59,62,0,1,0
456,Finance,Senior,39,1.15,10.7,6.72,20,0,0,0
457,Sales,Senior,33,1.74,68.8,8.07,5,0,0,0
458,Support,Mid,23,3.21,61.4,7.02,25,1,1,0
459,Engineering,Mid,55,1.77,99.1,2.68,29,1,1,0
460,Engineering,Senior,55,3.97,93.6,2.27,32,2,0,0
461,Support,Junior,12,2.54,72.4,7.16,7,0,0,0
462,HR,Junior,10,3.46,79.4,7.23,26,2,1,1
463,Finance,Mid,17,2.24,52.6,4.07,55,0,1,0
464,Sales,Junior,46,2.94,94.7,9.01,68,0,0,0
465,HR,Junior,7,2.51,67.1,7.36,23,1,1,0
466,Marketing,Mid,15,2.43,28.2,7.54,48,1,0,1
467,Marketing,Mid,2,2.87,89.7,2.13,15,2,0,1
468,Engineering,Mid,21,1.21,99.6,1.37,44,1,0,0
469,Finance,Mid,18,2.08,34.2,4.84,9,1,0,0
470,Finance,Mid,13,4.52,36.9,8.56,63,0,0,1
471,HR,Mid,7,3.64,43.2,1.7,17,1,0,1
472,HR,Mid,56,1.15,88.5,5.63,41,0,0,0
473,Engineering,Senior,45,1.52,45.9,1.79,45,1,0,0
474,HR,Junior,15,3.26,29.3,5.45,70,0,0,0
475,Marketing,Senior,24,3.47,67.6,4.57,38,0,0,0
476,Finance,Senior,43,2.3,0.5,3.69,3,0,0,0
477,Finance,Senior,13,3.86,62.5,6.79,75,0,0,0
478,Support,Junior,36,3.63,47.5,6.46,60,0,1,1
479,Marketing,Senior,24,1.41,73.8,9.78,13,1,0,0
480,Sales,Junior,17,4.86,88.5,7.47,67,1,1,1
481,Support,Senior,50,3.23,32.6,7.21,21,0,1,0
482,Support,Junior,20,4.66,3.4,2.43,71,0,0,0
483,Engineering,Mid,20,4.57,11.1,8.11,8,1,1,0
484,Support,Mid,36,1.56,15.1,4.03,72,0,1,0
485,Sales,Senior,6,3.57,93.0,2.86,67,0,0,0
486,Engineering,Mid,46,3.27,86.3,7.62,70,1,1,1
487,Engineering,Senior,52,4.98,25.5,8.76,75,0,1,1
488,Marketing,Mid,21,3.43,62.5,1.91,56,1,1,0
489,Finance,Junior,2,1.96,42.9,6.76,43,1,0,0
490,HR,Senior,8,4.05,47.0,3.3,14,1,1,0
491,Engineering,Junior,27,4.77,80.5,6.64,35,1,0,1
492,Finance,Junior,30,1.01,20.8,6.94,25,3,0,1
493,Finance,Senior,32,4.82,98.2,1.29,67,2,0,0
494,Finance,Senior,17,2.65,44.8,1.59,13,1,0,0
495,Engineering,Mid,31,3.49,84.4,1.73,32,1,0,0
496,Engineering,Junior,49,1.03,32.6,5.18,38,1,1,0
497,Support,Junior,52,3.53,56.2,6.37,19,2,0,0
498,Marketing,Senior,51,1.18,8.6,6.69,35,1,1,0
499,HR,Mid,54,3.0,48.9,1.39,30,0,0,0
500,Engineering,Senior,47,2.92,29.3,9.82,32,1,0,1
501,Finance,Senior,9,4.14,38.0,7.2,49,1,1,0
502,HR,Mid,28,3.59,84.2,8.06,73,1,0,1
503,Support,Junior,18,2.44,96.0,6.31,40,0,1,1
504,Marketing,Junior,25,1.66,16.2,3.84,14,2,0,0
505,Finance,Junior,33,2.06,81.0,4.52,54,0,0,0
506,Sales,Senior,24,1.47,85.1,1.8,0,0,0,0
507,Marketing,Mid,22,4.52,65.2,9.02,73,2,0,1
508,Sales,Junior,57,3.12,35.9,6.66,27,0,0,0
509,Finance,Junior,14,4.76,73.2,8.09,7,0,1,1
510,Sales,Junior,36,2.01,0.6,9.44,72,1,0,0
511,Sales,Senior,29,3.18,1.4,9.03,67,0,1,1
512,Support,Junior,50,1.37,14.2,3.27,60,2,0,0
513,Marketing,Mid,3,2.49,94.1,4.4,65,0,1,0
514,HR,Junior,12,3.68,10.2,7.4,14,2,1,1
515,Engineering,Mid,58,3.06,42.8,1.7,10,2,0,0
516,Marketing,Mid,38,4.38,31.7,3.3,13,2,0,0
517,Sales,Junior,29,1.68,98.3,1.33,7,1,1,0
518,Finance,Senior,16,3.81,11.9,4.98,55,0,0,0
519,Marketing,Mid,25,1.8,74.8,5.28,78,0,0,0
520,Engineering,Senior,52,2.78,38.0,6.82,72,0,1,1
521,Support,Senior,13,1.45,87.2,8.01,12,0,1,0
522,Support,Senior,28,1.03,49.7,9.94,34,1,1,0
523,Marketing,Mid,6,2.86,33.6,5.36,74,2,1,1
524,HR,Mid,10,4.65,93.0,3.27,23,1,1,0
525,Sales,Senior,33,3.76,96.4,5.71,33,2,0,1
526,Engineering,Junior,19,4.46,67.4,9.74,47,0,0,1
527,Engineering,Mid,12,4.36,69.5,7.53,53,1,1,0
528,Finance,Junior,21,4.79,18.0,6.4,39,0,1,1
529,Engineering,Senior,12,3.58,6.2,1.79,39,1,0,0
530,Support,Mid,2,1.65,63.3,8.79,39,0,0,0
531,Sales,Mid,45,3.49,41.7,4.46,7,1,0,1
532,Sales,Senior,15,4.46,50.0,1.7,15,2,0,0
533,Support,Mid,12,1.24,82.6,2.73,36,1,1,0
534,Support,Senior,7,2.93,46.8,1.91,28,2,1,0
535,Engineering,Junior,50,1.07,86.0,6.5,3,0,1,0
536,Marketing,Junior,37,3.75,39.3,9.55,53,1,0,0
537,Finance,Senior,11,2.18,91.1,2.67,1,2,0,0
538,Sales,Senior,59,2.42,50.7,2.25,9,1,1,0
539,Support,Senior,18,1.48,26.7,4.53,15,1,1,0
540,Support,Junior,7,4.83,20.4,5.46,35,3,1,1
541,Finance,Mid,52,4.38,8.0,1.68,12,1,0,0
542,Finance,Senior,59,2.23,70.4,7.42,56,2,0,0
543,Finance,Junior,14,3.61,32.1,6.19,59,0,1,1
544,HR,Mid,5,2.73,34.3,1.66,11,2,0,0
545,Sales,Mid,2,1.7,65.6,8.5,62,3,0,0
546,Marketing,Mid,10,2.12,98.6,1.61,53,1,1,0
547,Sales,Senior,32,2.72,42.0,5.27,36,2,0,0
548,Engineering,Senior,15,4.65,32.9,4.91,50,1,0,0
549,Sales,Junior,22,1.38,52.1,5.55,34,1,0,0
550,Engineering,Mid,10,2.92,17.7,6.84,68,0,1,0
551,Support,Mid,58,3.31,51.9,8.67,53,1,0,1
552,Finance,Mid,21,2.71,85.4,9.9,31,1,0,1
553,Support,Senior,21,1.48,10.8,8.17,35,2,0,0
554,HR,Mid,5,2.86,21.1,4.3,78,1,1,1
555,Sales,Senior,10,2.1,35.8,8.45,77,1,1,0
556,Finance,Mid,15,4.58,34.3,5.3,9,1,0,0
557,Engineering,Mid,43,3.67,34.5,3.39,3,3,1,1
558,HR,Junior,21,3.09,25.9,4.2,21,1,0,0
559,Marketing,Junior,39,3.29,94.0,5.53,2,2,0,1
560,HR,Junior,10,1.19,7.1,2.07,21,2,0,0
561,HR,Senior,56,3.33,53.8,3.07,45,0,0,0
562,Finance,Mid,9,1.34,38.6,6.08,29,1,0,0
563,Sales,Mid,35,4.77,78.0,6.56,25,2,0,0
564,Marketing,Mid,48,4.06,48.2,3.21,7,3,1,1
565,Marketing,Mid,25,2.26,67.0,6.06,27,0,0,0
566,Sales,Mid,32,4.12,71.7,2.25,6,1,0,0
567,Support,Senior,59,2.24,14.7,1.31,58,0,0,0
568,Finance,Junior,36,3.47,92.9,3.15,15,0,0,1
569,Sales,Junior,47,4.71,67.2,5.5,28,0,1,1
570,Marketing,Senior,35,4.67,29.1,3.7,48,0,1,1
571,Sales,Senior,24,1.73,19.8,6.3,66,1,1,0
572,Engineering,Junior,26,4.96,26.5,9.33,7,1,0,1
573,HR,Junior,32,1.92,37.7,7.59,4,1,0,0
574,Engineering,Junior,41,4.47,92.9,6.95,59,1,0,1
575,HR,Mid,33,1.47,29.9,3.39,13,0,0,0
576,Support,Senior,8,4.64,93.0,2.17,14,0,1,1
577,Support,Mid,18,3.46,45.7,1.14,51,1,1,1
578,Support,Mid,1,4.94,55.7,9.91,76,2,0,1
579,HR,Junior,59,1.53,15.4,4.62,64,1,0,0
580,Marketing,Junior,36,4.11,96.0,2.33,65,0,1,1
581,Sales,Mid,5,1.39,4.2,2.98,46,1,1,0
582,Finance,Junior,56,2.48,71.4,6.09,3,6,0,1
583,Sales,Junior,51,1.87,73.8,7.97,58,2,1,1
584,Finance,Senior,51,1.39,16.8,3.92,48,3,0,0
585,Sales,Mid,31,1.02,93.1,9.37,37,2,0,1
586,Marketing,Junior,56,1.43,48.0,5.44,63,2,1,0
587,HR,Junior,54,3.28,4.9,9.97,45,2,1,1
588,Marketing,Mid,36,1.03,25.4,8.97,17,2,0,0
589,Support,Senior,13,3.26,98.5,3.74,45,0,0,0
590,HR,Senior,41,4.98,18.4,2.24,38,0,0,0
591,Marketing,Junior,1,4.43,2.2,8.07,3,0,1,1
592,Marketing,Mid,56,3.73,42.3,7.47,65,1,0,0
593,Engineering,Mid,10,1.89,95.2,3.07,20,1,0,0
594,Engineering,Senior,41,3.48,23.1,9.62,33,1,0,1
595,Support,Mid,35,3.42,97.9,4.04,75,1,0,0
596,Finance,Junior,33,3.4,87.4,4.8,48,0,0,0
597,Engineering,Senior,21,1.67,86.1,3.21,50,5,1,1
598,Finance,Senior,19,1.98,58.5,2.4,44,0,0,0
599,Marketing,Junior,29,1.59,28.0,5.13,30,2,0,0
600,Finance,Senior,9,3.87,59.7,7.76,66,0,1,1
601,Finance,Senior,39,2.22,88.6,9.59,31,0,0,1
602,Marketing,Mid,9,3.55,35.7,6.25,7,0,1,0
603,Engineering,Mid,49,2.23,40.4,2.74,24,0,1,0
604,Finance,Mid,5,2.85,36.7,2.25,11,0,1,0
605,Support,Senior,20,3.96,6.5,4.75,25,1,0,0
606,Engineering,Mid,3,3.53,77.8,6.75,33,0,0,0
607,HR,Senior,58,2.59,15.6,6.22,8,1,1,0
608,HR,Mid,25,1.9,47.8,1.21,44,0,0,0
609,Sales,Senior,43,3.19,73.7,4.68,72,0,0,1
610,Engineering,Senior,45,4.03,74.5,1.85,51,0,0,0
611,Engineering,Junior,57,2.1,87.3,8.81,47,2,0,1
612,HR,Junior,5,3.95,68.7,1.08,44,1,0,0
613,Finance,Mid,13,1.89,84.0,8.59,39,0,0,0
614,HR,Junior,40,2.85,12.0,9.36,67,2,1,1
615,Engineering,Senior,10,1.24,33.2,1.1,54,1,0,0
616,Support,Mid,56,4.45,14.1,8.94,27,1,0,0
617,Sales,Senior,5,2.57,31.1,6.43,4,0,0,0
618,HR,Junior,57,2.23,2.3,9.78,6,1,0,0
619,Support,Senior,27,2.72,33.1,6.0,18,1,1,0
620,HR,Senior,13,3.44,80.1,2.56,30,3,0,1
621,Sales,Junior,39,3.76,59.2,7.08,77,1,0,1
622,Support,Senior,59,1.96,20.6,2.0,44,1,1,0
623,Marketing,Mid,23,2.98,64.3,9.63,7,4,0,1
624,Finance,Mid,49,3.19,64.6,6.67,54,0,0,1
625,Finance,Junior,26,3.66,50.6,4.28,58,4,0,0
626,Support,Senior,45,2.02,55.2,1.27,28,0,1,0
627,Sales,Senior,8,3.06,1.3,4.47,0,0,1,0
628,Sales,Junior,52,1.75,69.0,2.93,8,2,0,0
629,Marketing,Junior,39,1.46,91.2,2.44,44,0,0,0
630,Finance,Senior,23,4.58,39.9,2.85,58,2,0,0
631,Sales,Mid,28,3.41,63.4,3.69,56,0,0,1
632,Support,Senior,16,2.35,97.1,7.43,66,0,1,1
633,Marketing,Senior,47,2.32,84.5,1.27,68,2,0,0
634,Sales,Senior,26,4.01,14.9,2.84,36,1,1,0
635,Sales,Junior,25,4.45,10.5,4.7,69,1,0,0
636,Support,Senior,21,1.93,19.3,6.96,48,2,1,0
637,Engineering,Senior,38,3.61,74.5,2.55,71,2,1,1
638,Marketing,Junior,20,2.57,92.6,5.43,23,1,1,0
639,Marketing,Senior,9,4.88,34.7,4.01,6,0,1,0
640,Engineering,Mid,42,1.77,57.8,9.24,78,2,1,1
641,HR,Junior,59,3.34,42.6,7.74,27,2,0,1
642,Support,Junior,54,3.46,95.0,8.02,38,2,0,1
643,Sales,Senior,56,4.54,60.8,3.05,0,0,1,1
644,Marketing,Senior,14,4.78,50.7,5.88,8,0,1,1
645,Marketing,Mid,6,3.69,26.2,6.65,45,1,0,0
646,Engineering,Senior,53,4.0,71.3,3.12,27,0,0,0
647,Finance,Mid,41,4.95,69.1,6.55,63,0,1,1
648,HR,Senior,52,2.77,0.8,6.84,16,1,0,0
649,Finance,Mid,37,4.83,58.7,5.54,18,1,0,1
650,Marketing,Junior,31,3.1,83.0,8.06,70,0,1,0
651,Finance,Mid,59,3.21,79.5,3.02,79,0,0,1
652,Finance,Senior,55,2.19,26.9,6.44,22,0,0,1
653,Engineering,Junior,36,3.47,97.2,5.24,39,0,1,0
654,Marketing,Junior,39,2.6,47.9,5.44,71,2,1,0
655,Support,Mid,24,1.19,70.2,6.44,66,1,0,0
656,Marketing,Junior,5,4.72,68.1,5.97,42,0,0,1
657,Sales,Mid,3,2.04,35.0,3.83,30,0,0,0
658,Marketing,Senior,20,1.05,30.1,4.01,21,1,1,0
659,HR,Senior,18,3.84,97.2,6.39,73,3,0,1
660,Finance,Mid,19,3.62,77.7,4.3,76,1,0,1
661,Support,Junior,52,1.02,42.6,9.94,67,0,0,0
662,Engineering,Senior,11,1.35,28.6,2.67,60,2,1,0
663,HR,Senior,13,3.36,92.3,7.85,66,0,0,0
664,Engineering,Mid,55,4.28,41.6,8.63,76,0,0,1
665,HR,Senior,55,1.18,7.1,5.81,72,1,1,0
666,HR,Senior,34,2.73,57.4,8.33,36,0,0,1
667,Engineering,Senior,12,4.02,68.7,3.37,24,2,0,0
668,Engineering,Senior,21,2.11,22.0,7.95,16,0,1,1
669,Marketing,Junior,20,2.97,6.4,8.18,42,1,1,0
670,Engineering,Mid,20,4.62,5.5,4.16,47,0,0,0
671,Finance,Mid,39,2.11,87.2,8.96,1,0,1,0
672,Support,Mid,20,2.04,56.6,5.19,0,3,0,0
673,Finance,Junior,57,2.05,13.2,4.77,49,1,0,0
674,Support,Mid,45,2.67,57.3,9.82,63,1,1,0
675,Marketing,Senior,51,4.58,64.6,9.09,18,1,0,0
676,Marketing,Senior,39,2.86,92.6,8.77,60,1,0,1
677,Marketing,Junior,31,1.97,27.6,5.12,6,0,0,0
678,Engineering,Junior,51,2.01,93.1,3.75,36,1,1,0
679,Engineering,Junior,3,4.1,90.0,6.18,77,1,0,0
680,Marketing,Senior,23,4.64,52.0,2.6,5,0,0,0
681,HR,Mid,47,4.79,97.8,3.0,19,1,1,1
682,HR,Senior,17,1.56,38.2,1.1,24,1,1,0
683,Support,Mid,7,1.08,36.9,6.84,61,3,1,0
684,Marketing,Junior,20,4.07,45.2,2.52,70,2,1,0
685,Finance,Junior,46,4.61,61.7,7.85,31,3,0,1
686,Marketing,Senior,32,1.29,12.7,3.29,40,1,1,0
687,HR,Junior,36,3.27,82.2,9.26,44,0,0,0
688,Finance,Junior,35,4.73,65.7,7.98,65,1,0,1
689,Engineering,Mid,49,3.14,28.8,6.56,35,2,0,1
690,Support,Senior,18,2.74,19.9,3.47,22,3,1,0
691,HR,Senior,14,4.91,35.2,2.46,56,1,0,1
692,Engineering,Senior,59,1.75,65.8,1.93,59,1,0,0
693,Marketing,Mid,18,1.2,75.6,6.96,59,1,1,1
694,Sales,Mid,32,4.22,59.7,6.44,59,2,0,1
695,Marketing,Mid,12,4.25,21.9,2.35,2,2,1,0
696,HR,Mid,8,3.57,60.9,7.08,4,1,1,0
697,Marketing,Senior,40,3.35,11.7,8.61,42,2,1,1
698,Engineering,Junior,16,4.09,85.6,9.36,48,3,0,1
699,Marketing,Mid,41,1.02,20.8,9.14,27,0,1,0
700,Sales,Junior,30,1.63,19.0,9.99,23,0,1,0
701,Support,Junior,16,1.06,69.5,1.54,79,0,1,0
702,Support,Senior,18,3.39,80.5,9.25,69,1,0,1
703,HR,Mid,5,4.15,51.1,6.63,40,0,1,1
704,Finance,Senior,32,4.3,80.2,2.72,21,1,0,0
705,Finance,Senior,53,3.58,11.3,1.32,69,0,0,0
706,Engineering,Junior,15,4.37,69.0,4.03,69,3,0,1
707,Support,Junior,35,4.71,50.7,2.05,57,0,0,0
708,Finance,Senior,55,1.05,95.4,10.0,0,0,0,0
709,Marketing,Mid,52,4.16,32.5,6.99,20,1,0,0
710,HR,Senior,22,2.06,65.3,9.51,44,1,0,0
711,Support,Junior,12,3.26,61.2,3.99,26,0,1,0
712,Finance,Junior,1,1.24,73.2,2.94,68,0,0,0
713,Sales,Senior,55,2.83,91.5,3.22,65,1,0,0
714,HR,Junior,8,3.27,7.1,5.9,30,0,1,1
715,Engineering,Senior,21,3.63,91.3,3.78,40,0,1,1
716,Support,Junior,22,4.21,78.9,2.47,1,0,1,1
717,Sales,Mid,14,1.41,55.3,5.36,2,1,0,0
718,Sales,Mid,9,3.62,33.3,5.27,0,1,0,0
719,Finance,Junior,20,2.73,26.5,8.37,57,0,1,1
720,Support,Junior,16,2.67,56.9,6.24,1,0,0,0
721,HR,Mid,52,3.7,98.0,1.99,35,2,1,1
722,Marketing,Mid,18,4.5,3.6,5.58,31,2,1,0
723,Finance,Junior,18,1.18,24.2,9.02,26,2,1,1
724,HR,Mid,39,4.32,35.4,6.51,69,2,0,0
725,Engineering,Junior,39,3.95,78.7,2.48,31,0,0,0
726,Finance,Mid,24,4.54,59.1,8.11,51,1,0,1
727,HR,Senior,22,2.51,76.4,3.44,40,2,0,0
728,Engineering,Senior,47,2.02,16.5,3.86,21,0,0,0
729,Sales,Mid,6,2.73,77.7,3.1,23,0,0,0
730,Finance,Junior,48,2.28,93.6,8.38,56,0,1,1
731,Support,Mid,38,3.93,34.0,7.83,4,3,0,0
732,HR,Mid,51,1.39,12.4,6.36,22,1,0,0
733,Marketing,Senior,36,4.39,3.2,2.55,57,2,0,0
734,Engineering,Senior,1,4.78,91.9,5.56,38,2,1,1
735,Marketing,Mid,44,4.33,11.4,8.13,55,1,0,1
736,HR,Junior,13,4.33,94.1,9.83,17,0,1,1
737,Engineering,Mid,4,3.64,36.4,8.91,22,2,1,1
738,Support,Junior,30,3.59,55.4,5.6,18,0,1,0
739,Sales,Mid,23,1.95,23.3,7.47,63,2,1,1
740,Engineering,Junior,46,1.7,68.6,2.67,39,2,0,0
741,Sales,Mid,13,3.05,76.1,8.03,0,1,0,0
742,Sales,Senior,15,3.94,71.4,5.77,50,1,0,1
743,HR,Junior,59,3.76,70.9,9.96,71,1,1,1
744,HR,Junior,26,2.83,32.2,6.0,41,2,0,0
745,Finance,Junior,1,4.63,82.8,9.63,69,0,0,1
746,Sales,Senior,40,3.52,60.1,6.23,43,4,1,1
747,Sales,Junior,58,4.58,84.8,3.42,65,1,0,1
748,Marketing,Junior,11,2.31,94.8,6.1,57,1,1,1
749,Support,Senior,51,2.45,62.0,7.39,13,1,0,0
750,Sales,Senior,46,3.76,5.7,1.25,47,0,1,0
751,HR,Senior,9,1.96,16.8,8.57,34,0,0,0
752,Sales,Mid,4,4.25,99.3,7.28,35,1,0,1
753,Sales,Mid,19,2.75,40.2,3.55,24,0,0,0
754,Sales,Mid,45,1.94,79.2,4.39,24,1,1,0
755,Support,Junior,5,2.72,26.9,8.3,75,1,0,0
756,Sales,Mid,30,3.39,18.2,6.27,21,0,1,0
757,Marketing,Senior,48,4.15,78.4,1.4,15,0,1,1
758,HR,Mid,42,2.29,60.1,3.33,23,2,1,0
759,Support,Junior,2,3.46,5.3,7.1,79,0,0,1
760,Engineering,Senior,1,4.06,75.8,7.88,11,1,0,0
761,Sales,Mid,54,3.96,84.3,1.12,20,0,0,0
762,Engineering,Mid,12,1.45,15.3,6.06,35,1,0,0
763,Engineering,Mid,51,2.8,76.6,4.5,54,1,1,0
764,Marketing,Senior,19,2.22,57.4,1.57,17,1,0,0
765,Sales,Senior,2,4.75,2.9,9.42,39,0,0,0
766,Finance,Junior,30,4.48,50.9,2.97,38,0,0,1
767,Finance,Mid,57,2.36,41.3,2.44,64,3,0,0
768,Finance,Senior,6,4.43,44.3,1.35,67,0,0,0
769,Support,Senior,7,4.01,69.2,8.66,76,0,1,1
770,Finance,Junior,15,1.36,5.1,3.47,28,1,1,0
771,Sales,Senior,15,1.96,14.3,4.92,75,1,0,0
772,HR,Senior,54,1.71,29.4,2.89,52,5,0,1
773,Engineering,Mid,50,1.11,54.3,5.31,26,0,0,0
774,Engineering,Mid,34,3.48,28.7,8.22,2,0,0,0
775,Sales,Mid,12,2.91,56.7,7.21,34,0,0,0
776,Support,Junior,44,2.71,91.0,9.31,2,0,0,1
777,Engineering,Mid,19,1.18,5.8,6.66,42,1,1,0
778,Sales,Senior,12,4.65,85.1,6.51,29,0,0,1
779,Engineering,Mid,48,2.69,36.0,1.19,36,0,0,0
780,HR,Senior,17,3.08,90.5,8.69,4,0,1,0
781,HR,Junior,7,1.74,1.7,4.66,30,1,0,0
782,Support,Mid,18,3.25,35.2,9.97,20,1,0,0
783,HR,Junior,8,2.73,57.2,8.16,64,1,1,0
784,Support,Junior,55,4.98,55.1,9.37,32,0,1,1
785,Finance,Mid,46,3.16,1.8,2.46,49,3,0,0
786,Support,Junior,57,1.8,2.4,8.75,70,2,0,0
787,Sales,Senior,9,1.47,19.8,1.79,23,2,0,0
788,Engineering,Mid,15,2.13,58.9,1.52,2,2,0,0
789,Sales,Junior,49,2.44,83.1,1.5,57,1,1,0
790,Finance,Senior,24,4.34,22.1,1.2,20,5,1,1
791,Marketing,Senior,21,2.84,82.0,5.13,22,0,0,1
792,Marketing,Junior,56,1.95,83.0,7.18,51,0,0,0
793,Engineering,Junior,1,2.19,90.2,8.9,19,1,0,0
794,HR,Senior,4,4.95,38.0,2.02,59,2,1,1
795,Finance,Senior,36,4.95,9.7,6.05,4,1,0,0
796,Support,Junior,17,1.08,83.2,3.74,53,1,1,0
797,Support,Senior,14,3.45,8.0,4.82,25,0,1,0
798,Support,Junior,53,3.16,62.0,9.88,69,5,0,1
799,Finance,Senior,4,4.31,58.6,5.13,9,1,0,0
800,HR,Senior,59,3.37,72.1,7.16,61,2,0,0
801,Support,Senior,39,1.19,90.2,8.87,46,0,0,0
802,Marketing,Mid,52,2.68,77.7,6.27,70,1,0,0
803,Finance,Mid,5,4.92,42.9,5.74,45,0,1,1
804,HR,Junior,55,4.46,49.0,4.02,25,0,0,0
805,Sales,Senior,29,2.96,8.1,8.05,77,0,0,0
806,Engineering,Junior,25,2.83,27.1,4.6,19,0,0,0
807,Engineering,Senior,22,1.11,54.6,9.32,40,3,0,1
808,Engineering,Senior,6,2.85,81.5,1.94,38,0,1,0
809,Engineering,Junior,42,1.49,6.8,3.97,35,0,0,0
810,Marketing,Senior,26,2.7,68.2,3.8,46,2,0,0
811,Support,Senior,54,2.35,68.7,7.8,31,2,0,1
812,HR,Mid,44,3.04,28.3,8.78,44,1,1,0
813,HR,Mid,8,4.16,19.0,3.31,64,2,1,1
814,Sales,Mid,39,4.52,29.3,2.26,36,0,0,0
815,Engineering,Mid,59,2.3,70.1,1.82,22,1,0,0
816,Support,Senior,43,1.98,78.7,9.2,7,0,0,0
817,Sales,Junior,45,4.01,40.2,3.04,30,0,1,0
818,Engineering,Senior,57,3.0,52.4,1.62,65,3,1,1
819,Sales,Senior,50,1.57,65.7,5.88,59,1,0,0
820,Support,Junior,40,1.93,59.4,9.93,33,0,0,1
821,Support,Senior,28,2.59,29.8,1.8,5,0,1,0
822,Sales,Junior,16,2.21,32.7,5.81,41,0,0,0
823,Engineering,Junior,30,4.72,16.0,5.74,41,2,0,1
824,Finance,Senior,43,2.59,2.4,1.75,57,0,0,0
825,Marketing,Senior,41,1.29,81.7,1.29,69,0,1,0
826,Finance,Mid,45,3.38,19.8,3.24,63,0,1,1
827,Finance,Junior,47,1.35,60.4,3.49,72,1,0,0
828,Engineering,Junior,34,4.85,57.4,5.65,9,1,0,0
829,Marketing,Mid,25,2.28,16.4,9.25,79,0,0,0
830,Finance,Senior,51,2.66,26.7,3.74,24,0,1,0
831,Marketing,Mid,21,4.33,48.6,8.72,74,3,0,1
832,Sales,Senior,22,1.51,3.6,1.36,68,0,0,0
833,Support,Junior,26,2.27,64.3,3.17,45,1,0,0
834,Engineering,Junior,25,1.59,2.7,2.08,38,1,0,0
835,Support,Junior,29,4.75,39.1,3.69,65,1,0,0
836,Marketing,Junior,57,1.8,52.5,4.48,44,1,0,0
837,HR,Mid,40,3.12,40.2,2.53,39,3,1,0
838,HR,Senior,1,1.28,0.2,8.39,38,0,1,0
839,Sales,Senior,13,2.03,86.1,7.29,37,0,1,1
840,Marketing,Mid,49,1.27,62.8,3.49,16,1,0,0
841,Engineering,Mid,49,3.3,99.5,8.18,75,0,0,1
842,Support,Senior,52,4.57,86.1,3.23,38,1,0,1
843,Finance,Senior,52,3.35,82.8,1.84,1,0,1,0
844,Engineering,Mid,2,2.07,47.7,8.05,38,0,1,0
845,Sales,Junior,33,3.25,70.6,2.53,77,0,0,0
846,HR,Mid,39,2.4,55.9,2.89,29,1,1,0
847,Finance,Junior,22,1.1,90.5,8.26,9,0,0,0
848,Support,Senior,57,2.98,98.8,7.17,62,0,1,0
849,Engineering,Senior,11,1.11,96.6,8.15,34,1,1,0
850,Sales,Junior,30,1.91,80.8,2.77,60,0,0,0
851,Finance,Senior,45,1.64,82.0,8.2,54,0,0,1
852,Support,Senior,19,4.29,27.6,4.59,16,3,1,0
853,Support,Junior,34,1.73,3.2,6.25,55,1,1,0
854,Engineering,Mid,9,2.03,75.0,2.41,33,4,0,0
855,Engineering,Mid,37,2.42,36.7,5.3,59,3,0,1
856,Support,Junior,15,2.52,90.9,4.51,51,1,0,1
857,Sales,Mid,2,2.31,76.6,4.96,28,0,0,0
858,Marketing,Senior,20,1.95,20.4,5.19,44,0,0,0
859,Sales,Mid,26,1.68,89.3,3.79,65,2,0,0
860,Sales,Senior,13,3.7,99.0,4.59,12,3,0,0
861,Finance,Mid,13,1.45,72.2,8.78,10,1,1,0
862,Engineering,Junior,31,3.49,23.9,8.83,59,2,0,0
863,Sales,Senior,9,2.73,73.4,9.97,75,2,0,1
864,Support,Senior,52,3.57,61.9,9.68,65,0,1,1
865,Sales,Senior,5,1.44,65.1,7.01,0,3,1,0
866,HR,Junior,55,4.13,99.0,7.38,77,0,0,0
